user_id,bank_code,tx_channel,tx_type,tx_amount,tx_datetime,tx_hour,tx_weekday,tx_country,tx_location,device_type,device_os,device_id,ip_address,fraud_score,fraud_label
8532,08,ATM,DEPOSIT,88831.92,2024-04-17 02:53:36,2,2,KR,대전,MOBILE,macOS,DEV-9031,28.221.185.163,0.0,0
8385,08,WEB,DEPOSIT,110848.64,2026-01-21 02:05:36,2,2,KR,수원,ATM,ATM_OS,DEV-5397,83.125.44.72,0.0078,0
5581,09,ATM,PAYMENT,191448.47,2025-06-06 13:46:30,13,4,KR,해외,PC,iOS,DEV-8988,55.181.132.88,0.0,0
9041,06,ATM,TRANSFER,40408.9,2024-10-23 19:05:59,19,2,KR,대구,ATM,macOS,DEV-9004,143.123.243.166,0.0,0
6419,02,WEB,DEPOSIT,10340.07,2024-12-10 05:42:45,5,1,KR,대구,PC,ATM_OS,DEV-7046,122.176.217.191,0.0237,0
8933,09,MOBILE,DEPOSIT,81900.99,2025-01-25 13:00:30,13,5,KR,부산,ATM,iOS,DEV-6169,31.94.98.56,0.0004,0
1893,06,WEB,WITHDRAW,45183.87,2025-04-05 04:52:07,4,5,KR,대전,MOBILE,Windows,DEV-1231,182.64.140.12,0.0,0
8827,04,ATM,PAYMENT,36142.53,2024-06-08 08:44:40,8,5,KR,광주,PC,macOS,DEV-8216,88.94.26.65,0.0,0
7818,03,MOBILE,PAYMENT,1801357.05,2024-04-25 01:59:00,1,3,RU,서울,MOBILE,iOS,DEV-5978,22.127.60.143,0.6871,1
4404,05,ATM,PAYMENT,575746.7,2025-11-30 20:23:47,20,6,KR,광주,ATM,macOS,DEV-6003,146.30.50.243,0.014,0
8699,06,ATM,TRANSFER,81557.25,2024-08-31 23:30:46,23,5,KR,인천,ATM,Android,DEV-3564,1.209.230.177,0.0,0
3441,05,MOBILE,DEPOSIT,5987.77,2025-12-06 07:30:53,7,5,KR,대구,PC,ATM_OS,DEV-4241,109.58.115.166,0.0,0
5460,04,WEB,TRANSFER,64361.84,2024-09-14 18:02:59,18,5,KR,광주,PC,Android,DEV-8679,177.155.206.242,0.1971,0
5415,09,MOBILE,TRANSFER,47532.4,2024-03-02 22:07:03,22,5,KR,대전,ATM,Windows,DEV-1423,24.117.10.196,0.0241,0
6260,04,MOBILE,PAYMENT,57431.37,2025-03-08 02:25:43,2,5,KR,수원,ATM,macOS,DEV-2494,121.178.209.86,0.0,0
2899,04,MOBILE,PAYMENT,235952.87,2026-02-08 16:25:26,16,6,KR,수원,ATM,Android,DEV-8451,23.161.129.83,0.0602,0
1845,08,ATM,TRANSFER,154699.27,2025-12-18 15:43:35,15,3,KR,서울,MOBILE,ATM_OS,DEV-6927,160.255.226.195,0.0,0
1224,04,MOBILE,PAYMENT,322337.1,2026-01-22 23:21:56,23,3,KR,서울,ATM,ATM_OS,DEV-4920,182.81.159.142,0.0,0
8905,03,WEB,TRANSFER,121082.63,2025-12-17 20:01:27,20,2,KR,인천,PC,Windows,DEV-9337,181.139.212.214,0.1752,0
5891,05,MOBILE,WITHDRAW,18239.71,2025-08-18 21:07:23,21,0,KR,인천,MOBILE,Windows,DEV-7798,88.136.1.73,0.0,0
4912,09,WEB,PAYMENT,67479.67,2026-01-22 09:33:20,9,3,KR,대전,ATM,ATM_OS,DEV-7180,117.164.96.252,0.0,0
2644,05,MOBILE,TRANSFER,9313.35,2025-05-09 06:28:23,6,4,KR,수원,PC,iOS,DEV-9115,10.64.169.223,0.0055,0
7512,09,WEB,PAYMENT,16734.63,2024-01-24 20:11:59,20,2,KR,수원,ATM,iOS,DEV-2225,121.135.173.160,0.0379,0
2480,07,ATM,PAYMENT,19864.53,2025-05-06 21:59:00,21,1,KR,서울,ATM,Android,DEV-4846,162.147.116.192,0.124,0
7141,03,ATM,TRANSFER,23390.75,2025-11-20 05:32:07,5,3,KR,광주,MOBILE,Android,DEV-6314,204.28.150.92,0.3242,0
3344,05,ATM,PAYMENT,158930.24,2024-10-06 17:00:26,17,6,KR,인천,MOBILE,ATM_OS,DEV-7267,159.123.254.234,0.0,0
5901,06,MOBILE,DEPOSIT,78664.87,2024-01-15 14:21:41,14,0,KR,광주,ATM,ATM_OS,DEV-3588,19.226.176.253,0.1046,0
5847,08,ATM,DEPOSIT,8699.49,2025-12-10 16:04:24,16,2,KR,대구,PC,macOS,DEV-2747,61.195.183.148,0.0148,0
4115,06,WEB,PAYMENT,81785.84,2025-03-02 09:22:13,9,6,KR,서울,ATM,macOS,DEV-5689,199.117.180.57,0.0625,0
5835,04,ATM,TRANSFER,13570.58,2024-03-02 05:46:48,5,5,KR,해외,MOBILE,ATM_OS,DEV-6977,188.67.46.233,0.2444,0
8894,08,WEB,WITHDRAW,112008.48,2024-07-24 07:16:27,7,2,KR,대전,ATM,ATM_OS,DEV-5465,213.84.131.234,0.0238,0
7464,06,ATM,DEPOSIT,609244.7,2024-06-27 21:50:16,21,3,KR,부산,MOBILE,iOS,DEV-7511,217.187.46.203,0.4777,1
6374,03,MOBILE,DEPOSIT,588686.22,2025-02-11 06:05:08,6,1,NG,수원,ATM,Windows,DEV-2775,173.119.241.7,0.4234,1
2592,05,ATM,TRANSFER,561815.85,2025-12-22 05:08:53,5,0,KR,수원,MOBILE,iOS,DEV-1742,10.155.252.30,0.3879,0
7686,04,MOBILE,PAYMENT,14334.66,2025-07-30 08:18:42,8,2,KR,수원,ATM,iOS,DEV-7797,168.50.250.158,0.0525,0
7523,06,WEB,DEPOSIT,18590.05,2024-12-03 12:24:03,12,1,KR,해외,MOBILE,Windows,DEV-2627,176.188.183.16,0.063,0
4394,03,MOBILE,TRANSFER,240461.36,2024-11-25 11:52:40,11,0,FR,서울,MOBILE,Windows,DEV-4990,33.105.35.213,0.3843,0
1422,05,MOBILE,WITHDRAW,190241.83,2024-01-05 09:43:01,9,4,KR,인천,MOBILE,ATM_OS,DEV-5106,205.89.56.170,0.033,0
8344,07,WEB,DEPOSIT,160567.9,2024-01-25 12:21:41,12,3,KR,광주,MOBILE,iOS,DEV-7897,135.58.32.122,0.1517,0
2768,03,MOBILE,WITHDRAW,44602.01,2024-03-08 08:45:56,8,4,KR,광주,PC,Android,DEV-1996,123.205.218.176,0.0,0
9692,09,WEB,TRANSFER,20590.45,2025-05-15 09:11:56,9,3,VN,인천,MOBILE,iOS,DEV-5505,160.166.195.153,0.0,0
2557,08,WEB,TRANSFER,54583.01,2024-11-30 00:38:27,0,5,KR,해외,MOBILE,macOS,DEV-6553,212.232.204.107,0.3773,0
7105,07,ATM,DEPOSIT,83452.17,2025-08-04 10:57:12,10,0,KR,해외,MOBILE,Android,DEV-2398,24.221.49.191,0.0662,0
9313,02,ATM,DEPOSIT,60815.64,2024-07-08 21:06:45,21,0,KR,대전,ATM,macOS,DEV-1842,74.159.180.27,0.1163,0
5381,09,WEB,TRANSFER,2248260.46,2025-06-27 21:11:44,21,4,JP,대전,MOBILE,Windows,DEV-4705,207.219.13.156,0.6676,1
9691,06,ATM,DEPOSIT,21405.67,2025-06-11 21:34:53,21,2,KR,서울,MOBILE,iOS,DEV-7566,18.72.15.24,0.0,0
1815,08,MOBILE,DEPOSIT,106827.1,2024-09-01 12:38:35,12,6,KR,광주,ATM,Windows,DEV-2391,14.79.80.194,0.0,0
2816,06,MOBILE,PAYMENT,1118133.22,2026-01-24 10:46:50,10,5,VN,해외,PC,Windows,DEV-4531,194.58.176.111,0.4879,1
3248,09,ATM,DEPOSIT,21673.54,2024-03-11 13:16:55,13,0,KR,수원,ATM,Android,DEV-1125,53.154.108.197,0.0,0
7505,06,MOBILE,TRANSFER,1489712.56,2024-01-13 00:11:30,0,5,KR,수원,MOBILE,iOS,DEV-7229,137.117.181.19,0.4185,1
7636,02,MOBILE,TRANSFER,1767925.49,2025-12-15 04:52:50,4,0,KR,대전,ATM,macOS,DEV-7626,182.213.148.30,0.8139,1
6083,07,WEB,PAYMENT,20730.7,2025-07-16 02:50:46,2,2,KR,수원,MOBILE,iOS,DEV-8138,151.205.40.102,0.0123,0
3419,05,MOBILE,WITHDRAW,64205.9,2024-04-28 15:37:46,15,6,KR,부산,ATM,ATM_OS,DEV-4176,199.178.179.187,0.0,0
8354,04,MOBILE,WITHDRAW,91981.69,2024-09-26 12:30:44,12,3,VN,인천,ATM,Android,DEV-3902,198.252.237.194,0.0449,0
9312,07,ATM,DEPOSIT,219621.63,2024-08-22 12:05:59,12,3,KR,부산,PC,macOS,DEV-5961,204.140.28.91,0.0843,0
4084,09,MOBILE,TRANSFER,11462.05,2024-03-29 09:00:53,9,4,KR,광주,MOBILE,Android,DEV-9307,99.236.21.116,0.0,0
8172,09,ATM,WITHDRAW,111084.04,2024-04-06 02:49:07,2,5,KR,부산,PC,Android,DEV-9266,166.88.20.64,0.0411,0
2548,04,MOBILE,DEPOSIT,111085.7,2025-03-15 11:02:13,11,5,KR,수원,PC,ATM_OS,DEV-1857,203.171.33.85,0.3082,0
2388,08,MOBILE,DEPOSIT,118784.79,2024-08-21 14:19:26,14,2,KR,부산,ATM,iOS,DEV-6731,80.200.66.153,0.0908,0
3953,08,ATM,DEPOSIT,188113.75,2024-07-17 12:29:48,12,2,KR,부산,ATM,macOS,DEV-9331,93.9.185.80,0.0521,0
3147,07,MOBILE,WITHDRAW,41014.33,2024-12-17 22:08:12,22,1,KR,인천,MOBILE,Windows,DEV-2657,130.19.172.225,0.0607,0
9749,04,WEB,WITHDRAW,23685.3,2024-09-14 03:44:50,3,5,KR,서울,PC,Windows,DEV-4891,114.145.229.60,0.0,0
3267,09,WEB,DEPOSIT,33441.86,2025-11-15 10:39:42,10,5,KR,광주,PC,ATM_OS,DEV-9641,108.82.102.206,0.0065,0
8361,02,ATM,PAYMENT,962789.69,2025-07-30 15:47:25,15,2,US,부산,ATM,ATM_OS,DEV-3042,73.42.82.70,0.0,0
2337,04,MOBILE,TRANSFER,136422.54,2024-12-10 22:10:36,22,1,KR,대전,MOBILE,macOS,DEV-1872,102.191.120.99,0.0,0
1086,02,MOBILE,TRANSFER,33985.25,2025-06-04 20:31:49,20,2,KR,인천,MOBILE,Windows,DEV-8740,179.71.240.115,0.0871,0
7878,02,MOBILE,WITHDRAW,64675.39,2024-08-20 06:29:43,6,1,US,수원,MOBILE,Windows,DEV-4893,78.62.24.62,0.0,0
1025,09,WEB,TRANSFER,25377.94,2026-02-15 10:59:02,10,6,FR,서울,ATM,ATM_OS,DEV-4963,184.73.149.110,0.0544,0
8702,05,ATM,PAYMENT,1258677.14,2024-10-17 23:34:07,23,3,KR,대전,MOBILE,ATM_OS,DEV-9914,130.10.199.224,0.4673,1
6772,08,MOBILE,DEPOSIT,27394.01,2024-01-26 05:33:15,5,4,KR,부산,PC,iOS,DEV-2698,198.170.68.12,0.1715,0
4268,04,ATM,PAYMENT,128117.47,2026-01-13 08:56:06,8,1,KR,인천,MOBILE,macOS,DEV-1605,76.103.22.203,0.0,0
3039,07,MOBILE,PAYMENT,74887.72,2026-01-05 09:37:21,9,0,KR,서울,ATM,iOS,DEV-5687,92.24.169.70,0.0,0
7955,08,MOBILE,PAYMENT,166528.21,2025-08-23 15:09:42,15,5,KR,인천,PC,macOS,DEV-7018,205.136.42.187,0.0,0
8272,04,ATM,DEPOSIT,52172.78,2025-05-13 23:37:48,23,1,KR,부산,PC,Windows,DEV-6021,115.218.85.177,0.0404,0
8179,02,ATM,DEPOSIT,169211.76,2025-11-06 15:45:26,15,3,KR,서울,MOBILE,macOS,DEV-6952,132.81.15.37,0.354,0
2259,03,WEB,DEPOSIT,40078.63,2025-07-16 13:57:08,13,2,KR,서울,ATM,iOS,DEV-8371,95.190.227.196,0.0,0
5264,07,MOBILE,DEPOSIT,27337.23,2025-03-08 22:18:27,22,5,KR,부산,MOBILE,iOS,DEV-9176,133.198.60.68,0.1412,0
6236,05,ATM,DEPOSIT,97341.24,2026-02-02 01:16:14,1,0,KR,부산,MOBILE,Android,DEV-8406,45.227.44.208,0.0,0
9094,03,ATM,DEPOSIT,3376888.43,2025-04-10 23:11:43,23,3,KR,인천,PC,ATM_OS,DEV-4673,32.102.71.61,0.6198,1
6194,07,MOBILE,WITHDRAW,9669.73,2024-05-13 22:20:46,22,0,KR,광주,PC,macOS,DEV-9612,106.209.37.33,0.0,0
3507,09,MOBILE,DEPOSIT,273838.39,2024-07-18 08:39:39,8,3,US,인천,MOBILE,macOS,DEV-9238,223.28.63.133,0.0,0
5961,04,MOBILE,WITHDRAW,101985.23,2025-06-21 12:40:31,12,5,KR,광주,MOBILE,Windows,DEV-4216,163.140.64.161,0.062,0
4453,03,ATM,WITHDRAW,19686.4,2024-08-27 12:46:44,12,1,KR,대전,ATM,Android,DEV-1464,21.23.135.167,0.0,0
2195,08,ATM,TRANSFER,1224.73,2026-02-12 16:12:16,16,3,KR,광주,ATM,Windows,DEV-8912,63.207.152.117,0.0,0
7532,04,MOBILE,PAYMENT,44219.37,2026-01-22 06:11:26,6,3,KR,대구,PC,ATM_OS,DEV-3353,81.163.176.250,0.0,0
5754,07,ATM,TRANSFER,424596.07,2025-05-10 17:30:09,17,5,KR,해외,MOBILE,Windows,DEV-8366,64.72.49.13,0.0,0
6055,08,WEB,WITHDRAW,5082293.98,2025-05-23 15:41:31,15,4,RU,대전,MOBILE,iOS,DEV-9163,132.239.255.226,0.4105,1
1133,03,MOBILE,PAYMENT,10688.95,2025-01-08 23:00:51,23,2,KR,대전,MOBILE,Android,DEV-5609,127.240.146.138,0.0931,0
5728,08,WEB,DEPOSIT,60613.91,2025-07-22 05:10:43,5,1,KR,대전,MOBILE,macOS,DEV-1838,146.99.185.142,0.0,0
9341,09,ATM,DEPOSIT,104247.61,2024-07-03 13:35:45,13,2,KR,부산,PC,Windows,DEV-6555,143.187.73.51,0.0159,0
6218,02,WEB,TRANSFER,29136.29,2024-07-31 21:05:10,21,2,KR,해외,ATM,macOS,DEV-3440,156.71.167.239,0.0056,0
2795,06,ATM,DEPOSIT,37707.85,2026-02-27 02:04:24,2,4,KR,해외,ATM,ATM_OS,DEV-5911,122.8.188.85,0.0091,0
4968,06,ATM,TRANSFER,348775.77,2026-01-07 06:00:20,6,2,KR,대구,ATM,Android,DEV-8871,44.194.75.211,0.5769,1
3262,03,WEB,TRANSFER,774242.22,2025-11-16 03:06:34,3,6,KR,수원,MOBILE,macOS,DEV-4340,106.241.31.181,0.1938,0
8932,07,ATM,PAYMENT,49904.07,2025-08-08 09:02:45,9,4,KR,인천,PC,ATM_OS,DEV-6608,140.181.135.157,0.0471,0
5480,05,MOBILE,DEPOSIT,83884.01,2024-12-15 07:39:02,7,6,KR,광주,ATM,iOS,DEV-9011,82.245.178.144,0.0,0
4310,08,MOBILE,DEPOSIT,46641.84,2024-08-15 13:01:32,13,3,KR,서울,PC,Android,DEV-6674,114.131.245.55,0.0,0
7771,06,ATM,DEPOSIT,29518.2,2024-08-01 05:54:24,5,3,KR,대구,MOBILE,Android,DEV-9700,58.119.26.26,0.068,0
5676,09,WEB,WITHDRAW,91896.53,2024-01-09 01:10:41,1,1,US,인천,PC,macOS,DEV-8822,167.102.147.83,0.2446,0
5742,03,ATM,WITHDRAW,176225.53,2024-02-27 22:34:45,22,1,KR,수원,MOBILE,Android,DEV-7504,202.253.95.240,0.0246,0
4159,02,MOBILE,TRANSFER,158805.35,2025-06-04 11:16:31,11,2,KR,해외,ATM,ATM_OS,DEV-9590,127.68.239.70,0.0504,0
7643,07,WEB,PAYMENT,22141.43,2025-02-03 15:31:47,15,0,KR,서울,ATM,Windows,DEV-5833,146.98.89.157,0.0,0
8319,07,WEB,PAYMENT,146789.13,2024-05-28 04:12:52,4,1,KR,인천,PC,Windows,DEV-5064,2.133.196.61,0.0488,0
9233,07,MOBILE,TRANSFER,58391.06,2025-02-10 07:24:29,7,0,KR,대구,MOBILE,Android,DEV-8625,79.81.207.176,0.0094,0
9998,06,ATM,TRANSFER,277395.03,2025-04-03 07:47:56,7,3,KR,대구,MOBILE,iOS,DEV-8834,40.232.191.107,0.0,0
6375,05,WEB,TRANSFER,115441.23,2025-11-24 23:58:18,23,0,KR,대전,MOBILE,ATM_OS,DEV-2838,16.103.76.43,0.0,0
1945,09,WEB,WITHDRAW,46109.88,2026-01-29 08:49:39,8,3,KR,해외,MOBILE,macOS,DEV-3161,132.212.233.145,0.0879,0
2044,06,ATM,TRANSFER,4436954.64,2025-09-07 02:02:16,2,6,KR,서울,ATM,iOS,DEV-2196,12.216.176.180,0.4151,1
7184,02,WEB,PAYMENT,61402.43,2024-02-19 07:09:42,7,0,KR,수원,MOBILE,iOS,DEV-7887,96.195.229.223,0.0546,0
5888,04,ATM,DEPOSIT,41261.28,2024-07-03 06:57:54,6,2,KR,수원,ATM,iOS,DEV-4648,214.1.11.251,0.0259,0
7868,08,ATM,PAYMENT,51217.08,2024-12-22 18:29:49,18,6,KR,해외,PC,iOS,DEV-5516,49.57.16.208,0.0078,0
4839,02,WEB,WITHDRAW,122294.63,2024-04-14 12:47:12,12,6,KR,서울,PC,ATM_OS,DEV-1797,63.22.205.113,0.0,0
9540,02,WEB,DEPOSIT,357114.37,2024-12-29 18:10:26,18,6,RU,대전,ATM,ATM_OS,DEV-6253,61.154.73.253,0.7695,1
3444,06,MOBILE,TRANSFER,2244783.9,2024-09-29 01:26:18,1,6,KR,해외,MOBILE,Windows,DEV-7244,202.163.213.105,0.4133,1
9683,04,ATM,PAYMENT,127263.45,2025-01-09 07:56:42,7,3,KR,광주,ATM,iOS,DEV-8586,15.211.213.143,0.0,0
7179,05,MOBILE,WITHDRAW,20400.09,2025-05-28 01:05:48,1,2,KR,해외,PC,Android,DEV-9775,186.97.26.69,0.0061,0
8846,02,WEB,WITHDRAW,26566.49,2024-12-03 02:57:44,2,1,KR,대구,PC,Windows,DEV-1251,55.97.60.192,0.078,0
9147,05,MOBILE,WITHDRAW,50188.0,2025-05-14 14:40:35,14,2,KR,수원,PC,ATM_OS,DEV-6886,79.133.184.132,0.0,0
7841,09,MOBILE,WITHDRAW,40714.39,2025-07-29 20:52:52,20,1,KR,수원,MOBILE,ATM_OS,DEV-4625,190.74.8.67,0.033,0
3756,05,MOBILE,WITHDRAW,30440.54,2025-08-13 01:27:11,1,2,CN,대구,PC,ATM_OS,DEV-6530,66.250.251.118,0.2342,0
3252,07,WEB,WITHDRAW,80211.7,2026-01-28 13:45:07,13,2,KR,서울,ATM,Android,DEV-2217,210.24.3.106,0.0196,0
9719,05,WEB,WITHDRAW,32586.98,2024-01-15 04:49:06,4,0,KR,해외,PC,Android,DEV-8916,169.249.8.2,0.0,0
9625,02,WEB,DEPOSIT,79099.35,2025-03-21 08:31:24,8,4,KR,수원,MOBILE,Android,DEV-2578,135.76.123.50,0.0,0
2320,07,MOBILE,PAYMENT,11059.48,2024-05-02 18:03:03,18,3,KR,수원,PC,ATM_OS,DEV-4984,179.115.153.176,0.0,0
6427,02,WEB,PAYMENT,46344.76,2025-08-12 03:59:15,3,1,KR,해외,MOBILE,Android,DEV-3807,22.255.222.166,0.0249,0
6152,03,ATM,TRANSFER,1024854.77,2024-12-22 22:18:57,22,6,KR,해외,PC,Android,DEV-2218,176.143.16.46,0.5186,1
3292,05,ATM,WITHDRAW,58523.32,2025-09-10 17:33:06,17,2,KR,광주,MOBILE,ATM_OS,DEV-4939,146.199.169.99,0.0,0
5478,03,ATM,DEPOSIT,58558.66,2024-03-24 09:56:53,9,6,KR,수원,MOBILE,Android,DEV-6580,155.203.167.8,0.0,0
2204,09,MOBILE,WITHDRAW,88191.18,2025-07-06 17:36:10,17,6,US,수원,PC,iOS,DEV-7227,22.151.126.183,0.0,0
5419,04,MOBILE,WITHDRAW,111660.22,2025-08-28 06:09:36,6,3,KR,대전,MOBILE,Android,DEV-1085,79.227.184.195,0.1226,0
7311,03,WEB,PAYMENT,2397996.11,2025-11-28 06:06:18,6,4,JP,수원,MOBILE,Android,DEV-2468,91.47.166.222,0.4821,1
9079,08,MOBILE,TRANSFER,1217843.71,2025-01-12 02:05:49,2,6,RU,인천,ATM,macOS,DEV-3777,36.137.154.69,1.0,1
2752,04,MOBILE,DEPOSIT,67319.91,2025-10-16 03:49:59,3,3,KR,해외,MOBILE,Windows,DEV-5123,64.253.100.118,0.0,0
6147,02,MOBILE,DEPOSIT,61661.33,2025-08-13 03:19:26,3,2,KR,해외,PC,macOS,DEV-3230,77.164.102.123,0.0398,0
4273,08,MOBILE,DEPOSIT,10357096.11,2026-02-01 18:04:45,18,6,RU,대구,PC,macOS,DEV-5592,210.201.186.30,0.9267,1
5961,04,ATM,TRANSFER,1444598.53,2025-12-18 02:31:25,2,3,KR,해외,PC,Android,DEV-7703,173.255.71.163,0.4198,1
6890,04,ATM,PAYMENT,828824.34,2025-08-08 15:14:11,15,4,KR,해외,ATM,macOS,DEV-7566,137.214.18.203,0.0,0
2615,03,WEB,WITHDRAW,21858.25,2025-07-05 11:41:17,11,5,KR,서울,ATM,macOS,DEV-6432,204.220.54.3,0.0,0
2406,05,MOBILE,DEPOSIT,4681.27,2025-08-30 14:32:19,14,5,KR,인천,PC,Android,DEV-8909,27.151.212.236,0.0,0
